timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1695579922197,135,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=30ae4ca8-2a0d-471f-b7bf-8a635183dc34,200,OK,Scenario 3 3-1,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=30ae4ca8-2a0d-471f-b7bf-8a635183dc34&partnerId=18695,135,0,0
1695579922257,127,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=30ae4ca8-2a0d-471f-b7bf-8a635183dc34,200,OK,Scenario 3 3-8,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=30ae4ca8-2a0d-471f-b7bf-8a635183dc34&partnerId=18695,127,0,0
1695579922044,391,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=d2674965-cb2d-446a-8d78-1dbf44e8c581,200,OK,Scenario 3 3-4,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=d2674965-cb2d-446a-8d78-1dbf44e8c581&partnerId=18695,391,0,264
1695579894597,5070,Test,200,"Number of samples in transaction : 5, number of failing samples : 0",Scenario 3 3-4,,true,,1202754,2910,10,20,null,3067,22769,1961
1695579922028,408,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=d2674965-cb2d-446a-8d78-1dbf44e8c581,200,OK,Scenario 3 3-6,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=d2674965-cb2d-446a-8d78-1dbf44e8c581&partnerId=18695,408,0,279
1695579894794,4875,Test,200,"Number of samples in transaction : 5, number of failing samples : 0",Scenario 3 3-6,,true,,1202755,2910,10,20,null,2924,22767,1792
1695579922033,412,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=d2674965-cb2d-446a-8d78-1dbf44e8c581,200,OK,Scenario 3 3-7,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=d2674965-cb2d-446a-8d78-1dbf44e8c581&partnerId=18695,412,0,283
1695579894891,4786,Test,200,"Number of samples in transaction : 5, number of failing samples : 0",Scenario 3 3-7,,true,,1202755,2910,10,20,null,2581,22768,1657
1695579922101,398,https://fledge.eu.criteo.com/tagging/advertiser?partnerId=18695&uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=d2674965-cb2d-446a-8d78-1dbf44e8c581,200,OK,Scenario 3 3-2,text,true,,3510,622,10,20,https://fledge.eu.criteo.com/tagging/advertiser?uid=cd8e042c-df90-4def-9859-4a5044347411&requestId=d2674965-cb2d-446a-8d78-1dbf44e8c581&partnerId=18695,398,0,268
1695579894394,5303,Test,200,"Number of samples in transaction : 5, number of failing samples : 0",Scenario 3 3-2,,true,,1202788,2910,10,20,null,3044,22802,2025
1695579922301,198,https://www.propertyfinder.bh/,200,OK,Scenario 3 3-5,text,true,,317788,501,10,20,https://www.propertyfinder.bh/,32,0,0
